id,title,vote_count,vote_average,score
296098,Bridge of Spies,2633.0,7.2,6.830246871832868
1933,The Others,1708.0,7.4,6.8301355600271165
630,The Wizard of Oz,1689.0,7.4,6.827262764060206
306819,The Danish Girl,1689.0,7.4,6.827262764060206
198663,The Maze Runner,5540.0,7.0,6.825899381833834
914,The Great Dictator,756.0,8.1,6.825441913505074
938,For a Few Dollars More,988.0,7.8,6.825212925440347
245891,John Wick,5499.0,7.0,6.824957546177862
37799,The Social Network,3492.0,7.1,6.824578826910636
68734,Argo,3473.0,7.1,6.823636444521329
58,Pirates of the Caribbean: Dead Man's Chest,5380.0,7.0,6.822165295290815
206487,Predestination,1971.0,7.3,6.818477639715305
65754,The Girl with the Dragon Tattoo (2011),2479.0,7.2,6.817756719113987
312221,Creed,1963.0,7.3,6.817524825833788
273481,Sicario,2465.0,7.2,6.816579279113018
616,The Last Samurai,1946.0,7.3,6.815487523343488
153,Lost in Translation,1943.0,7.3,6.815126212009773
1271,300,5092.0,7.0,6.815024086141804
613,Downfall,1059.0,7.7,6.813524265950306
177677,Mission: Impossible - Rogue Nation,3274.0,7.1,6.813364337471346
11778,The Deer Hunter,943.0,7.8,6.810702126930552
82693,Silver Linings Playbook,4840.0,7.0,6.808287920375829
9377,Ferris Bueller's Day Off,1340.0,7.5,6.807997776167697
9340,The Goonies,1563.0,7.4,6.807453298728974
193756,Lone Survivor,1549.0,7.4,6.805167333417302
93456,Despicable Me 2,4729.0,7.0,6.8051626160575
70160,The Hunger Games,9634.0,6.9,6.8045033481109884
203833,The Book Thief,1528.0,7.4,6.801705121912642
14756,Ip Man,1309.0,7.5,6.801667771612067
102651,Maleficent,4607.0,7.0,6.801607907133254
4982,American Gangster,1527.0,7.4,6.801539249117596
176,Saw,2255.0,7.2,6.798005050716782
156022,The Equalizer,2997.0,7.1,6.797725404938934
61791,Rise of the Planet of the Apes,4452.0,7.0,6.79690015915687
196,Back to the Future Part III,2978.0,7.1,6.796589921728113
770,Gone with the Wind,995.0,7.7,6.795073739281847
9444,Anastasia (1997),1481.0,7.4,6.793808392312364
4951,10 Things I Hate About You,1768.0,7.3,6.793074752687721
76,Before Sunrise,984.0,7.7,6.791824930108101
22538,Scott Pilgrim vs. the World,2185.0,7.2,6.791407166462612
11970,Hercules (1997),1741.0,7.3,6.7894926640245785
140420,Paperman,734.0,8.0,6.789392844437433
10515,Castle in the Sky,877.0,7.8,6.7886207053229555
87,Indiana Jones and the Temple of Doom,2841.0,7.1,6.788142938783103
1578,Raging Bull,968.0,7.7,6.7870575287011645
1700,Misery,1085.0,7.6,6.786524903902025
792,Platoon,1236.0,7.5,6.786294122228838
581,Dances with Wolves,1084.0,7.6,6.78626779645845
947,Lawrence of Arabia,870.0,7.8,6.786220781574166
37724,Skyfall,7718.0,6.9,6.785828871815505
164,Breakfast at Tiffany's,1082.0,7.6,6.785753093693675
308369,Me and Earl and the Dying Girl,962.0,7.7,6.7852568236179795
45612,Source Code,2752.0,7.1,6.782398823374562
8321,In Bruges,1414.0,7.4,6.782184059475584
58574,Sherlock Holmes: A Game of Shadows,3971.0,7.0,6.7807554176789955
9323,Ghost in the Shell,854.0,7.8,6.780692238996819
388,Inside Man,1671.0,7.3,6.7799656072740815
10315,Fantastic Mr. Fox,1206.0,7.5,6.779778144708445
20453,3 Idiots,850.0,7.8,6.7793006688184825
2034,Training Day,1665.0,7.3,6.779132430233973
180,Minority Report,2663.0,7.1,6.776439134843233
568,Apollo 13,1637.0,7.3,6.775208704611231
186,Lucky Number Slevin,1356.0,7.4,6.771755117101446
4133,Blow,1352.0,7.4,6.77102288629051
824,Moulin Rouge!,1348.0,7.4,6.770288946631285
9800,Philadelphia,1019.0,7.6,6.769199888544415
872,Singin' in the Rain,747.0,7.9,6.768535699112016
3933,Corpse Bride,1957.0,7.2,6.768330545239528
9509,Man on Fire,1583.0,7.3,6.7674721179936155
62211,Monsters University,3622.0,7.0,6.767336085831113
184,Jackie Brown,1580.0,7.3,6.767035613766502
1955,The Elephant Man,740.0,7.9,6.765727049984827
82695,Les Misérables (2012),1925.0,7.2,6.764881457847093
9428,The Royal Tenenbaums,1317.0,7.4,6.764542308425121
10144,The Little Mermaid,1921.0,7.2,6.764446442621057
51497,Fast Five,2491.0,7.1,6.764263882695001
771,Home Alone,2487.0,7.1,6.763969825508209
369557,Sing Street,669.0,8.0,6.760767563835179
12162,The Hurt Locker,1881.0,7.2,6.760047966928317
3034,Young Frankenstein,880.0,7.7,6.759915537291073
19,Metropolis (1927),666.0,8.0,6.759413680003173
265195,Wild Tales,878.0,7.7,6.75927990486814
16320,Serenity,1287.0,7.4,6.7588802906502075
149,Akira,792.0,7.8,6.758687301173319
187017,22 Jump Street,3375.0,7.0,6.756801069598202
975,Paths of Glory,565.0,8.2,6.754763604077473
855,Black Hawk Down,1832.0,7.2,6.754537249863806
525,The Blues Brothers,1092.0,7.5,6.753893344663286
244267,I Origins,1089.0,7.5,6.753187016079368
203801,The Man from U.N.C.L.E.,2306.0,7.1,6.750102485118323
116745,The Secret Life of Walter Mitty (2013),3213.0,7.0,6.749357540616238
350,The Devil Wears Prada,3198.0,7.0,6.7486452116076725
406,La Haine,695.0,7.9,6.747333103156711
328387,Nerve,2262.0,7.1,6.746556730179922
10229,A Walk to Remember,1057.0,7.5,6.745568783246375
227306,Unbroken,1437.0,7.3,6.745365158618892
433,Mary Poppins,1217.0,7.4,6.74526820079307
14836,Coraline,1432.0,7.3,6.74457551918584
6479,I Am Legend,4977.0,6.9,6.741483501314975
595,To Kill a Mockingbird,676.0,7.9,6.739386416518702
44264,True Grit (2010),1701.0,7.2,6.73910313402841
391,A Fistful of Dollars,909.0,7.6,6.738624598807178
599,Sunset Boulevard,533.0,8.2,6.737064235674128
157350,Divergent,4784.0,6.9,6.737026347016617
9366,Donnie Brasco,1175.0,7.4,6.736819918771321
81,Nausicaä of the Valley of the Wind,808.0,7.7,6.736478122753065
5925,The Great Escape,731.0,7.8,6.736089932088693
6075,Carlito's Way,805.0,7.7,6.735476176226525
285,Pirates of the Caribbean: At World's End,4627.0,6.9,6.733211369490561
13183,Watchmen,2892.0,7.0,6.73317551355197
13310,Let the Right One In,997.0,7.5,6.730857503243379
621,Grease,1633.0,7.2,6.730662140509491
607,Men in Black,4521.0,6.9,6.730533028519337
22881,The Blind Side,1626.0,7.2,6.729775629623907
68,Brazil,877.0,7.6,6.729302827103845
10376,The Legend of 1900,554.0,8.1,6.72769490484053
9277,The Sting,639.0,7.9,6.723592561321361
37247,The Graduate,855.0,7.6,6.722776195371203
81188,Rise of the Guardians,1981.0,7.1,6.722099999902662
594,The Terminal,1974.0,7.1,6.7214474758210425
628,Interview with the Vampire,1558.0,7.2,6.72098626825677
871,Planet of the Apes (1968),958.0,7.5,6.720983556215446
44115,127 Hours,2668.0,7.0,6.720587199655581
3131,Gangs of New York,1964.0,7.1,6.720511379864913
198277,Begin Again,1285.0,7.3,6.7203114443319265
12429,Ponyo,953.0,7.5,6.7196993008802375
793,Blue Velvet,758.0,7.7,6.719502455858882
4553,The Machinist,1280.0,7.3,6.719448799715684
11688,The Emperor's New Groove,1544.0,7.2,6.719135748176634
68721,Iron Man 3,8951.0,6.8,6.7174460943622
1587,What's Eating Gilbert Grape,943.0,7.5,6.717118045156127
257211,The Intern,1926.0,7.1,6.716911592657101
387,Das Boot,623.0,7.9,6.716628866462464
1368,First Blood,1523.0,7.2,6.7163330034013
22803,Law Abiding Citizen,1522.0,7.2,6.716198724192372
180299,The Raid 2,832.0,7.6,6.715847454319173
4347,Atonement,1075.0,7.4,6.715799614765595
140823,Saving Mr. Banks,1256.0,7.3,6.71527210977524
45317,The Fighter,1512.0,7.2,6.714851819931991
1579,Apocalypto,1252.0,7.3,6.714570144991585
1542,Office Space,1068.0,7.4,6.714278179324548
948,Halloween (1978),1066.0,7.4,6.713842239897238
50646,"Crazy, Stupid, Love.",2522.0,7.0,6.711722638143551
399106,Piper,487.0,8.2,6.710848280879922
856,Who Framed Roger Rabbit,1466.0,7.2,6.7085582127792875
149870,The Wind Rises,720.0,7.7,6.706195465849288
170,28 Days Later,1816.0,7.1,6.706095302713
152742,The Best Offer,719.0,7.7,6.705840402509767
205587,The Judge,1433.0,7.2,6.703941699883208
805,Rosemary's Baby,892.0,7.5,6.703683438350145
15472,The Girl with the Dragon Tattoo (2009),1020.0,7.4,6.703660379878615
9325,The Jungle Book (1967),1791.0,7.1,6.703551323216449
290250,The Nice Guys,2382.0,7.0,6.702677527673935
1813,The Devil's Advocate,1414.0,7.2,6.701244149059006
25376,The Secret in Their Eyes,638.0,7.8,6.69968615854034
861,Total Recall (1990),1745.0,7.1,6.69878351209943
7326,Juno,2313.0,7.0,6.698007488044416
284,The Apartment,498.0,8.1,6.697884751296462
7735,The Wave,870.0,7.5,6.697744705708473
13363,The Man from Earth,696.0,7.7,6.697603341056112
3580,Changeling,1151.0,7.3,6.6962695165832695
16859,Kiki's Delivery Service,768.0,7.6,6.6959785089642425
37135,Tarzan,1715.0,7.1,6.69561179847026
134,"O Brother, Where Art Thou?",1144.0,7.3,6.694958667040344
251516,Kung Fury,762.0,7.6,6.694069914884045
490,The Seventh Seal,569.0,7.9,6.692505330264714
15121,The Sound of Music,966.0,7.4,6.691315351402588
492,Being John Malkovich,1124.0,7.3,6.691181820753981
334,Magnolia,844.0,7.5,6.690610986714791
686,Contact,1338.0,7.2,6.690154038123645
44826,Hugo,2197.0,7.0,6.689816807445659
9502,Kung Fu Panda,3231.0,6.9,6.68937045059824
1491,The Illusionist (2006),1657.0,7.1,6.6893354191532435
3558,"Girl, Interrupted",747.0,7.6,6.689262984702493
1878,Fear and Loathing in Las Vegas,1321.0,7.2,6.687605520400098
4147,Road to Perdition,1102.0,7.3,6.686972452302744
8363,Superbad,2152.0,7.0,6.686518506741505
268,Batman (1989),2145.0,7.0,6.685999122972985
901,City Lights,444.0,8.2,6.68547791937428
80,Before Sunset,734.0,7.6,6.685055525011004
338766,Hell or High Water,1304.0,7.2,6.685031396623684
696,Manhattan,600.0,7.8,6.684084402546583
24238,Mary and Max,596.0,7.8,6.682416336106696
94329,The Raid,1076.0,7.3,6.681922081973642
74643,The Artist,1075.0,7.3,6.6817261746159895
242,The Godfather: Part III,1589.0,7.1,6.6817241975509925
4995,Boogie Nights,812.0,7.5,6.681654936843553
80278,The Impossible,2071.0,7.0,6.680401352607165
205,Hotel Rwanda,805.0,7.5,6.679669316488921
866,Finding Neverland,1269.0,7.2,6.6796494407514935
521,Dial M for Murder,539.0,7.9,6.678673512134525
557,Spider-Man,5398.0,6.8,6.678222239330928
259693,The Conjuring 2,2018.0,7.0,6.6762678887260005
5503,The Fugitive,1240.0,7.2,6.675104141509575
167073,Brooklyn,1235.0,7.2,6.674312431440811
12163,The Wrestler,1031.0,7.3,6.672981563382477
290098,The Handmaiden,453.0,8.1,6.672974987506549
652,Troy,2841.0,6.9,6.6726774290746125
2270,Stardust,1215.0,7.2,6.671121563181449
110420,Wolf Children,483.0,8.0,6.670833217427072
377,A Nightmare on Elm Street (1984),1212.0,7.2,6.670639588877327
5548,RoboCop (1987),1494.0,7.1,6.670605910716354
258480,Carol,1014.0,7.3,6.669536351461632
212778,Chef,1203.0,7.2,6.66918838075655
76338,Thor: The Dark World,4873.0,6.8,6.669027102827536
968,Dog Day Afternoon,685.0,7.6,6.668841025915374
4011,Beetlejuice,1475.0,7.1,6.668310945190428
9023,Spirit: Stallion of the Cimarron,870.0,7.4,6.66825268041991
508,Love Actually,1917.0,7.0,6.668087415305349
293310,Citizenfour,516.0,7.9,6.667852614497473
319,True Romance,762.0,7.5,6.667257339011845
765,Evil Dead II,760.0,7.5,6.666670890193389
77016,End of Watch,1186.0,7.2,6.666425387591579
3176,Battle Royale,992.0,7.3,6.665021238823781
548,Rashomon,471.0,8.0,6.664580644310831
1640,Crash (2004),1172.0,7.2,6.664128290596324
